"","TF","TG"
"895","Cbf1p","RPS3"
"896","Cbf1p","PPN2"
"897","Cbf1p","ADE12"
"898","Cbf1p","POP1"
"899","Cbf1p","URE2"
"900","Cbf1p","ELA1"
"901","Cbf1p","CSL4"
"902","Cbf1p","BNI4"
"903","Cbf1p","SIP3"
"904","Cbf1p","DSL1"
"905","Cbf1p","ATX1"
"906","Cbf1p","CAF120"
"907","Cbf1p","POP3"
"908","Cbf1p","WSC2"
"909","Cbf1p","AAD14"
"910","Cbf1p","THI12"
"911","Cbf1p","CIT1"
"912","Cbf1p","PHO91"
"913","Cbf1p","YNR014W"
"914","Cbf1p","HUB1"
"915","Cbf1p","ABZ1"
"916","Cbf1p","BRE5"
"917","Cbf1p","POP2"
"918","Cbf1p","PLB3"
"919","Cbf1p","HTZ1"
"920","Cbf1p","SMC5"
"921","Cbf1p","SPE2"
"922","Cbf1p","MET22"
"923","Cbf1p","PKH2"
"924","Cbf1p","MDY2"
"925","Cbf1p","PFK27"
"926","Cbf1p","AAD15"
"927","Cbf1p","RRP6"
"928","Cbf1p","ALG6"
"929","Cbf1p","CRS5"
"930","Cbf1p","HIR2"
"931","Cbf1p","CKB2"
"932","Cbf1p","VHS3"
"933","Cbf1p","YNG1"
"934","Cbf1p","CYT1"
"935","Cbf1p","TCB1"
"936","Cbf1p","YVC1"
"937","Cbf1p","NUP1"
"938","Cbf1p","KTR1"
"939","Cbf1p","ARP8"
"940","Cbf1p","ATG40"
"941","Cbf1p","PDR5"
"942","Cbf1p","YRR1"
"943","Cbf1p","DDP1"
"944","Cbf1p","SEY1"
"945","Cbf1p","MGM1"
"946","Cbf1p","STE4"
"947","Cbf1p","WTM2"
"948","Cbf1p","WTM1"
"949","Cbf1p","KIN4"
"950","Cbf1p","RPT4"
"951","Cbf1p","GCD1"
"952","Cbf1p","VPH1"
"953","Cbf1p","FSF1"
"954","Cbf1p","MPD1"
"955","Cbf1p","YOR289W"
"956","Cbf1p","YOR292C"
"957","Cbf1p","MBF1"
"958","Cbf1p","BUD7"
"959","Cbf1p","YOR300W"
"960","Cbf1p","RAX1"
"961","Cbf1p","YOR302W"
"962","Cbf1p","YOR314W"
"963","Cbf1p","FAA1"
"964","Cbf1p","PMT3"
"965","Cbf1p","PDR10"
"966","Cbf1p","TYE7"
"967","Cbf1p","YOR365C"
"968","Cbf1p","YOR366W"
"969","Cbf1p","SCP1"
"970","Cbf1p","ATF1"
"971","Cbf1p","AMF1"
"972","Cbf1p","HAT1"
"973","Cbf1p","CTF19"
"974","Cbf1p","LGE1"
"975","Cbf1p","LCL1"
"976","Cbf1p","HTC1"
"977","Cbf1p","YPL068C"
"978","Cbf1p","SEC62"
"979","Cbf1p","EEB1"
"980","Cbf1p","DAP1"
"981","Cbf1p","OYE3"
"982","Cbf1p","TRE1"
"983","Cbf1p","CUP9"
"984","Cbf1p","RTT10"
"985","Cbf1p","NAB3"
"986","Cbf1p","HRR25"
"987","Cbf1p","PGC1"
"988","Cbf1p","FLC1"
"989","Cbf1p","RVB2"
"990","Cbf1p","ENV7"
"991","Cbf1p","RPL36B"
"992","Cbf1p","ATG41"
"993","Cbf1p","BBP1"
"994","Cbf1p","SAM3"
"995","Cbf1p","RPA135"
"996","Cbf1p","NTO1"
"997","Cbf1p","GLN1"
"998","Cbf1p","YPR064W"
"999","Cbf1p","NOT5"
"1000","Cbf1p","MRL1"
"1001","Cbf1p","TEF1"
"1002","Cbf1p","ASA1"
"1003","Cbf1p","SUA7"
"1004","Cbf1p","RPL11A"
"1005","Cbf1p","PRE2"
"1006","Cbf1p","CUR1"
"1007","Cbf1p","KRE6"
"1008","Cbf1p","NUT2"
"1009","Cbf1p","OPT2"
"1010","Cbf1p","YPR195C"
"1011","Cbf1p","YPR196W"
"1012","Cbf1p","RPL2B"
"1013","Cbf1p","YAP1"
"1014","Cbf1p","MET30"
"1015","Cha4p","VAC17"
"1016","Cha4p","CHA1"
"1017","Cin5p","ERV15"
"1018","Cin5p","RPL35A"
"1019","Cin5p","NHP2"
"1020","Cin5p","YDR042C"
"1021","Cin5p","AIM7"
"1022","Cin5p","MPC3"
"1023","Cin5p","ROF1"
"1024","Cin5p","YHR210C"
"1025","Cin5p","VHR1"
"1026","Cin5p","PRY1"
"1027","Cin5p","BAT2"
"1028","Cin5p","MDH1"
"1029","Cin5p","URA4"
"1030","Cin5p","GIM5"
"1031","Cin5p","ATR1"
"1032","Cin5p","MRPL33"
"1033","Cin5p","PUB1"
"1034","Cin5p","SUN4"
"1035","Cin5p","SIN4"
"1036","Cin5p","UTP23"
"1037","Cin5p","HSP10"
"1038","Cin5p","TPO4"
"1039","Cin5p","HEM4"
"1040","Cin5p","HDA3"
"1041","Cin5p","YAL064W"
"1042","Cin5p","HTA2"
"1043","Cin5p","RPL19B"
"1044","Cin5p","YBL028C"
"1045","Cin5p","ECM13"
"1046","Cin5p","YBL044W"
"1047","Cin5p","TIP1"
"1048","Cin5p","ALG14"
"1049","Cin5p","YBR116C"
"1050","Cin5p","TKL2"
"1051","Cin5p","TEF2"
"1052","Cin5p","ADH5"
"1053","Cin5p","SSE2"
"1054","Cin5p","YBR178W"
"1055","Cin5p","YBR209W"
"1056","Cin5p","YBR241C"
"1057","Cin5p","ATP16"
"1058","Cin5p","GPM2"
"1059","Cin5p","GPD1"
"1060","Cin5p","DLD1"
"1061","Cin5p","LYS20"
"1062","Cin5p","RTN2"
"1063","Cin5p","GAL3"
"1064","Cin5p","NRG1"
"1065","Cin5p","SED1"
"1066","Cin5p","CRF1"
"1067","Cin5p","YAP6"
"1068","Cin5p","TIM11"
"1069","Cin5p","YDR338C"
"1070","Cin5p","SMT3"
"1071","Cin5p","HSP31"
"1072","Cin5p","STL1"
"1073","Cin5p","CYC7"
"1074","Cin5p","GLY1"
"1075","Cin5p","SDD1"
"1076","Cin5p","SOM1"
"1077","Cin5p","SBH2"
"1078","Cin5p","ZRG8"
"1079","Cin5p","CAJ1"
"1080","Cin5p","ALD5"
"1081","Cin5p","SSA4"
"1082","Cin5p","DSE1"
"1083","Cin5p","YER158C"
"1084","Cin5p","PUG1"
"1085","Cin5p","IES1"
"1086","Cin5p","AGX1"
"1087","Cin5p","LEU1"
"1088","Cin5p","YGL081W"
"1089","Cin5p","MON1"
"1090","Cin5p","ARI1"
"1091","Cin5p","RCK1"
"1092","Cin5p","RAD54"
"1093","Cin5p","KEX1"
"1094","Cin5p","RPS25A"
"1095","Cin5p","POP6"
"1096","Cin5p","IMO32"
"1097","Cin5p","NQM1"
"1098","Cin5p","RPS23A"
"1099","Cin5p","MEP1"
"1100","Cin5p","CBF2"
"1101","Cin5p","RTS3"
"1102","Cin5p","YGR182C"
"1103","Cin5p","TDH3"
"1104","Cin5p","TRX2"
"1105","Cin5p","BNS1"
"1106","Cin5p","ENO1"
"1107","Cin5p","GND2"
"1108","Cin5p","SCW4"
"1109","Cin5p","BGL2"
"1110","Cin5p","MAL11"
"1111","Cin5p","SBP1"
"1112","Cin5p","MUP3"
"1113","Cin5p","YHL045W"
"1114","Cin5p","TIM10"
"1115","Cin5p","RPL27A"
"1116","Cin5p","SPS100"
"1117","Cin5p","GND1"
"1118","Cin5p","SCH9"
"1119","Cin5p","RGI2"
"1120","Cin5p","SGA1"
"1121","Cin5p","XBP1"
"1122","Cin5p","SIM1"
"1123","Cin5p","OM45"
"1124","Cin5p","SUC2"
"1125","Cin5p","YIL171W"
"1126","Cin5p","LSB6"
"1127","Cin5p","GSH1"
"1128","Cin5p","YJL107C"
"1129","Cin5p","RPS21B"
"1130","Cin5p","FMP33"
"1131","Cin5p","AVT1"
"1132","Cin5p","RPL43B"
"1133","Cin5p","IBA57"
"1134","Cin5p","RSF2"
"1135","Cin5p","YJR146W"
"1136","Cin5p","YJR154W"
"1137","Cin5p","GPX1"
"1138","Cin5p","IXR1"
"1139","Cin5p","ASK1"
"1140","Cin5p","YNK1"
"1141","Cin5p","SRX1"
"1142","Cin5p","HSL1"
"1143","Cin5p","YKL131W"
"1144","Cin5p","RMA1"
"1145","Cin5p","PIR3"
"1146","Cin5p","PIR1"
"1147","Cin5p","FAT3"
"1148","Cin5p","STE6"
"1149","Cin5p","KAE1"
"1150","Cin5p","PLN1"
"1151","Cin5p","CCP1"
"1152","Cin5p","AIM29"
"1153","Cin5p","PTR2"
"1154","Cin5p","YCT1"
"1155","Cin5p","SSK1"
"1156","Cin5p","ADE16"
"1157","Cin5p","RAD5"
"1158","Cin5p","COX12"
"1159","Cin5p","ALT1"
"1160","Cin5p","RNH203"
"1161","Cin5p","RPS28B"
"1162","Cin5p","MET17"
"1163","Cin5p","ACO1"
"1164","Cin5p","UBC12"
"1165","Cin5p","MID2"
"1166","Cin5p","RPS25B"
"1167","Cin5p","RPP0"
"1168","Cin5p","BDF1"
"1169","Cin5p","IMD3"
"1170","Cin5p","NDI1"
"1171","Cin5p","PHO84"
"1172","Cin5p","YMR084W"
"1173","Cin5p","NDE1"
"1174","Cin5p","ICY1"
"1175","Cin5p","YMR196W"
"1176","Cin5p","PFK2"
"1177","Cin5p","YMR206W"
"1178","Cin5p","COA6"
"1179","Cin5p","LCB1"
"1180","Cin5p","PRC1"
"1181","Cin5p","YNL146W"
"1182","Cin5p","YGP1"
"1183","Cin5p","RPS3"
"1184","Cin5p","YNL194C"
"1185","Cin5p","LAP3"
"1186","Cin5p","ZWF1"
"1187","Cin5p","MET2"
"1188","Cin5p","WSC2"
"1189","Cin5p","EGO4"
"1190","Cin5p","DDR2"
"1191","Cin5p","IRA2"
"1192","Cin5p","PHM7"
"1193","Cin5p","ZEO1"
"1194","Cin5p","MDH2"
"1195","Cin5p","PFK27"
"1196","Cin5p","CSS3"
"1197","Cin5p","CIN5"
"1198","Cin5p","YOR062C"
"1199","Cin5p","YNG1"
"1200","Cin5p","GCY1"
"1201","Cin5p","GAC1"
"1202","Cin5p","YOR186W"
"1203","Cin5p","WTM2"
"1204","Cin5p","SRL1"
"1205","Cin5p","RDL1"
"1206","Cin5p","FAA1"
"1207","Cin5p","SNC2"
"1208","Cin5p","GDH1"
"1209","Cin5p","FIT2"
"1210","Cin5p","RPL33A"
"1211","Cin5p","POC4"
"1212","Cin5p","KES1"
"1213","Cin5p","BEM4"
"1214","Cin5p","DAP1"
"1215","Cin5p","CMR3"
"1216","Cin5p","TKL1"
"1217","Cin5p","KRE6"
"1218","Cin5p","GPH1"
"1219","Cin5p","GDB1"
"1220","Crz1p","TPS1"
"1221","Crz1p","ENA1"
"1222","Crz1p","HXT7"
"1223","Crz1p","HXK2"
"1224","Crz1p","MDH1"
"1225","Crz1p","ADH3"
"1226","Crz1p","FRT2"
"1227","Crz1p","COS7"
"1228","Crz1p","RPL22B"
"1229","Crz1p","RAS1"
"1230","Crz1p","PMA2"
"1231","Crz1p","BDH2"
"1232","Crz1p","FUI1"
"1233","Crz1p","YBR016W"
"1234","Crz1p","UBC4"
"1235","Crz1p","YBR284W"
"1236","Crz1p","PHO89"
"1237","Crz1p","CIT2"
"1238","Crz1p","GPD1"
"1239","Crz1p","NRG1"
"1240","Crz1p","TPS2"
"1241","Crz1p","GIS1"
"1242","Crz1p","CCW22"
"1243","Crz1p","UPC2"
"1244","Crz1p","HSP12"
"1245","Crz1p","HAC1"
"1246","Crz1p","HXK1"
"1247","Crz1p","CUP2"
"1248","Crz1p","PMR1"
"1249","Crz1p","GSC2"
"1250","Crz1p","FMP48"
"1251","Crz1p","MEP1"
"1252","Crz1p","RTS3"
"1253","Crz1p","CRH1"
"1254","Crz1p","MPC3"
"1255","Crz1p","WSC4"
"1256","Crz1p","HXT5"
"1257","Crz1p","PAL2"
"1258","Crz1p","SPS100"
"1259","Crz1p","XBP1"
"1260","Crz1p","HAL5"
"1261","Crz1p","UGP1"
"1262","Crz1p","PHD1"
"1263","Crz1p","HAP4"
"1264","Crz1p","URA1"
"1265","Crz1p","KNS1"
"1266","Crz1p","YPS1"
"1267","Crz1p","YLR257W"
"1268","Crz1p","TMA10"
"1269","Crz1p","ORM2"
"1270","Crz1p","TSL1"
"1271","Crz1p","PLB1"
"1272","Crz1p","ADI1"
"1273","Crz1p","HXT2"
"1274","Crz1p","SOK2"
"1275","Crz1p","SPO20"
"1276","Crz1p","YMR102C"
"1277","Crz1p","RPL15B"
"1278","Crz1p","GAT2"
"1279","Crz1p","ICY1"
"1280","Crz1p","HOR7"
"1281","Crz1p","DIA1"
"1282","Crz1p","CRZ1"
"1283","Crz1p","KTR5"
"1284","Crz1p","NCE103"
"1285","Crz1p","CHS1"
"1286","Crz1p","YNL208W"
"1287","Crz1p","MET2"
"1288","Crz1p","ACC1"
"1289","Crz1p","PLB3"
"1290","Crz1p","YOL014W"
"1291","Crz1p","CMK2"
"1292","Crz1p","DDR2"
"1293","Crz1p","PHM7"
"1294","Crz1p","ZEO1"
"1295","Crz1p","TMC1"
"1296","Crz1p","STE13"
"1297","Crz1p","RCN2"
"1298","Crz1p","SRL1"
"1299","Crz1p","SNC2"
"1300","Crz1p","PDR10"
"1301","Crz1p","ALD4"
"1302","Crz1p","LCL1"
"1303","Crz1p","SUR1"
"1304","Crz1p","ALD6"
"1305","Crz1p","FLC1"
"1306","Crz1p","DIP5"
"1307","Crz1p","GLN1"
"1308","Crz1p","KRE6"
"1309","Crz1p","GPX2"
"1310","Crz1p","ARO9"
"1311","Cst6p","YAR010C"
"1312","Cst6p","COR1"
"1313","Cst6p","APT2"
"1314","Cst6p","HYP2"
"1315","Cst6p","HSP12"
"1316","Cst6p","HXK1"
"1317","Cst6p","CBF2"
"1318","Cst6p","FSH1"
"1319","Cst6p","NCA3"
"1320","Cst6p","RPS4A"
"1321","Cst6p","FAT3"
"1322","Cst6p","PCK1"
"1323","Cst6p","SPO20"
"1324","Cst6p","TIM23"
"1325","Cst6p","ENV9"
"1326","Cst6p","SRL1"
"1327","Cst6p","YOR302W"
"1328","Cst6p","FAA1"
"1329","Cst6p","SKS1"
"1330","Cst6p","ALD6"
"1331","Cst6p","ISU1"
"1332","Cst6p","YPR063C"
"1333","Cst6p","CMD1"
"1334","Cst6p","MRPS5"
"1335","Cst6p","YDL096C"
"1336","Cst6p","ENA2"
"1337","Cst6p","OCA6"
"1338","Cst6p","VPS74"
"1339","Cst6p","FRQ1"
"1340","Cst6p","YRF1-2"
"1341","Cst6p","YKL177W"
"1342","Cst6p","STO1"
"1343","Cup2p","CUP1-1"
"1344","Cup2p","SOD1"
"1345","Cup2p","CUP1-2"
"1346","Cup2p","CUP2"
"1347","Cup9p","CDC24"
"1348","Cup9p","PET9"
"1349","Cup9p","ERV15"
"1350","Cup9p","RPL31A"
"1351","Cup9p","AIM7"
"1352","Cup9p","SED1"
"1353","Cup9p","YDR442W"
"1354","Cup9p","HNM1"
"1355","Cup9p","YJR015W"
"1356","Cup9p","MRT4"
"1357","Cup9p","PTR2"
"1358","Cup9p","CTS1"
"1359","Cup9p","SEC59"
"1360","Cup9p","MRPL24"
"1361","Cup9p","DOM34"
"1362","Cup9p","CMR3"
"1363","Dal80p","UGA4"
"1364","Dal80p","GAT1"
"1365","Dal80p","UGA1"
"1366","Dal80p","TYR1"
"1367","Dal80p","DUR1,2"
"1368","Dal80p","CAN1"
"1369","Dal80p","DAL7"
"1370","Dal80p","DAL3"
"1371","Dal81p","UGA2"
"1372","Dal81p","UGA4"
"1373","Dal81p","UGA1"
"1374","Dal81p","FUI1"
"1375","Dal81p","BAP2"
"1376","Dal81p","DUR1,2"
"1377","Dal81p","AGP1"
"1378","Dal81p","UGA3"
"1379","Dal81p","GDH2"
"1380","Dal81p","GUD1"
"1381","Dal81p","DAL4"
"1382","Dal81p","DAL2"
"1383","Dal81p","DAL7"
"1384","Dal81p","DAL3"
"1385","Dal81p","OPT1"
"1386","Dal81p","BAT2"
"1387","Dal81p","CCE1"
"1388","Dal81p","OAC1"
"1389","Dal81p","GAP1"
"1390","Dal81p","PTR2"
"1391","Dal81p","YLR257W"
"1392","Dal81p","ACO1"
"1393","Dal81p","DIP5"
"1394","Dal82p","FLO9"
"1395","Dal82p","YDL038C"
"1396","Dal82p","PRM7"
"1397","Dal82p","CLB3"
"1398","Dal82p","DOS2"
"1399","Dal82p","UPC2"
"1400","Dal82p","YGL108C"
"1401","Dal82p","MND1"
"1402","Dal82p","YGR182C"
"1403","Dal82p","MUP3"
"1404","Dal82p","PCL5"
"1405","Dal82p","RPL42B"
"1406","Dal82p","SKN7"
"1407","Dal82p","YVH1"
"1408","Dal82p","DAL1"
"1409","Dal82p","DAL7"
"1410","Dal82p","RPL14A"
"1411","Dal82p","CWP2"
"1412","Dal82p","CAR2"
"1413","Dal82p","CUE1"
"1414","Dal82p","FPR1"
"1415","Dal82p","ERG24"
"1416","Dal82p","DIS3"
"1417","Dal82p","YOL035C"
"1418","Dal82p","BRX1"
"1419","Dal82p","ARG8"
"1420","Dal82p","BUD21"
"1421","Ecm22p","YAR064W"
"1422","Ecm22p","FRQ1"
"1423","Ecm22p","ERG28"
"1424","Ecm22p","RNR1"
"1425","Ecm22p","SSA4"
"1426","Ecm22p","ERG4"
"1427","Ecm22p","NAM8"
"1428","Ecm22p","BNA3"
"1429","Ecm22p","RSM26"
"1430","Ecm22p","ERG3"
"1431","Ecm22p","SFG1"
"1432","Ecm22p","MUK1"
"1433","Ecm22p","PET20"
"1434","Ecm22p","SVS1"
"1435","Ecm22p","YTH1"
"1436","Ecm22p","OPT2"
"1437","Ecm22p","ERG2"
"1438","Ert1p","VID24"
"1439","Ert1p","QCR6"
"1440","Ert1p","MAE1"
"1441","Ert1p","PHD1"
"1442","Ert1p","AQR1"
"1443","Fhl1p","CLN3"
"1444","Fhl1p","RPL27B"
"1445","Fhl1p","HYP2"
"1446","Fhl1p","RPL30"
"1447","Fhl1p","RPL28"
"1448","Fhl1p","RPS2"
"1449","Fhl1p","RPS31"
"1450","Fhl1p","RPS22B"
"1451","Fhl1p","RPL33B"
"1452","Fhl1p","RNR1"
"1453","Fhl1p","RNR3"
"1454","Fhl1p","RPS8A"
"1455","Fhl1p","RPL23A"
"1456","Fhl1p","RPL13A"
"1457","Fhl1p","RPL12B"
"1458","Fhl1p","RPS26B"
"1459","Fhl1p","RPL22B"
"1460","Fhl1p","RPL9A"
"1461","Fhl1p","RPL26B"
"1462","Fhl1p","RPS0A"
"1463","Fhl1p","RPL14B"
"1464","Fhl1p","RPS21A"
"1465","Fhl1p","RPL15A"
"1466","Fhl1p","RPS29A"
"1467","Fhl1p","RPL31B"
"1468","Fhl1p","RPL16B"
"1469","Fhl1p","RPS7B"
"1470","Fhl1p","RPS15"
"1471","Fhl1p","RPL25"
"1472","Fhl1p","RPL21B"
"1473","Fhl1p","RPS9A"
"1474","Fhl1p","NTG1"
"1475","Fhl1p","BDH1"
"1476","Fhl1p","BDH2"
"1477","Fhl1p","FLO9"
"1478","Fhl1p","RRN6"
"1479","Fhl1p","FUI1"
"1480","Fhl1p","YBL086C"
"1481","Fhl1p","ZTA1"
"1482","Fhl1p","YBR085C-A"
"1483","Fhl1p","YBR116C"
"1484","Fhl1p","TKL2"
"1485","Fhl1p","TPS1"
"1486","Fhl1p","ICS2"
"1487","Fhl1p","AMN1"
"1488","Fhl1p","YPC1"
"1489","Fhl1p","NTC20"
"1490","Fhl1p","SDS24"
"1491","Fhl1p","YBR219C"
"1492","Fhl1p","COQ21"
"1493","Fhl1p","GRX1"
"1494","Fhl1p","GFD2"
"1495","Fhl1p","SRO9"
"1496","Fhl1p","GLK1"
"1497","Fhl1p","YCL042W"
"1498","Fhl1p","CIT2"
"1499","Fhl1p","BUD31"
"1500","Fhl1p","STP4"
"1501","Fhl1p","YET3"
"1502","Fhl1p","RPS16B"
"1503","Fhl1p","YDL124W"
"1504","Fhl1p","RPP1B"
"1505","Fhl1p","STF1"
"1506","Fhl1p","LYS20"
"1507","Fhl1p","YDL183C"
"1508","Fhl1p","FMP45"
"1509","Fhl1p","RSM10"
"1510","Fhl1p","BAP3"
"1511","Fhl1p","RRG1"
"1512","Fhl1p","RPA14"
"1513","Fhl1p","ADR1"
"1514","Fhl1p","COX20"
"1515","Fhl1p","VHS1"
"1516","Fhl1p","GIC2"
"1517","Fhl1p","EFT2"
"1518","Fhl1p","MUS81"
"1519","Fhl1p","ADA2"
"1520","Fhl1p","YHP1"
"1521","Fhl1p","JIP4"
"1522","Fhl1p","PAC11"
"1523","Fhl1p","EMI2"
"1524","Fhl1p","MIT1"
"1525","Fhl1p","UTR5"
"1526","Fhl1p","RPL12A"
"1527","Fhl1p","POL5"
"1528","Fhl1p","PRB1"
"1529","Fhl1p","SPO73"
"1530","Fhl1p","PTC2"
"1531","Fhl1p","AST2"
"1532","Fhl1p","FTR1"
"1533","Fhl1p","PET122"
"1534","Fhl1p","OXA1"
"1535","Fhl1p","IGD1"
"1536","Fhl1p","RRT5"
"1537","Fhl1p","PHO4"
"1538","Fhl1p","SOH1"
"1539","Fhl1p","COX4"
"1540","Fhl1p","YGL188C-A"
"1541","Fhl1p","DPC29"
"1542","Fhl1p","MSP1"
"1543","Fhl1p","YGR067C"
"1544","Fhl1p","TPO2"
"1545","Fhl1p","CBF2"
"1546","Fhl1p","CCM1"
"1547","Fhl1p","YGR161W-C"
"1548","Fhl1p","ATF2"
"1549","Fhl1p","TDH3"
"1550","Fhl1p","ENO1"
"1551","Fhl1p","HUA1"
"1552","Fhl1p","RIM4"
"1553","Fhl1p","YHR033W"
"1554","Fhl1p","SPS100"
"1555","Fhl1p","SYG1"
"1556","Fhl1p","YIL055C"
"1557","Fhl1p","RGI2"
"1558","Fhl1p","XBP1"
"1559","Fhl1p","RPI1"
"1560","Fhl1p","IMP2'"
"1561","Fhl1p","GUT2"
"1562","Fhl1p","NCA3"
"1563","Fhl1p","DPI8"
"1564","Fhl1p","SNA3"
"1565","Fhl1p","RPL17B"
"1566","Fhl1p","ILV3"
"1567","Fhl1p","BNA2"
"1568","Fhl1p","IBA57"
"1569","Fhl1p","HMS2"
"1570","Fhl1p","UGP1"
"1571","Fhl1p","AIM26"
"1572","Fhl1p","PHD1"
"1573","Fhl1p","MMO1"
"1574","Fhl1p","PTK1"
"1575","Fhl1p","TRM2"
"1576","Fhl1p","PCK1"
"1577","Fhl1p","KNS1"
"1578","Fhl1p","RPS0B"
"1579","Fhl1p","RPL22A"
"1580","Fhl1p","RFU1"
"1581","Fhl1p","CCW12"
"1582","Fhl1p","PUT1"
"1583","Fhl1p","YLR149C"
"1584","Fhl1p","YLR162W"
"1585","Fhl1p","TFS1"
"1586","Fhl1p","YLR264C-A"
"1587","Fhl1p","RPS28B"
"1588","Fhl1p","TMA10"
"1589","Fhl1p","ILV5"
"1590","Fhl1p","RPL6B"
"1591","Fhl1p","SUR7"
"1592","Fhl1p","MFT1"
"1593","Fhl1p","SPO20"
"1594","Fhl1p","ARA2"
"1595","Fhl1p","BUB2"
"1596","Fhl1p","AAC1"
"1597","Fhl1p","FET3"
"1598","Fhl1p","NAT4"
"1599","Fhl1p","YPK2"
"1600","Fhl1p","ASC1"
"1601","Fhl1p","GID8"
"1602","Fhl1p","GAT2"
"1603","Fhl1p","YMR181C"
"1604","Fhl1p","CMC4"
"1605","Fhl1p","CLN1"
"1606","Fhl1p","YMR230W-A"
"1607","Fhl1p","YMR242W-A"
"1608","Fhl1p","HOR7"
"1609","Fhl1p","YNL095C"
"1610","Fhl1p","ESBP6"
"1611","Fhl1p","YNL144C"
"1612","Fhl1p","UBP10"
"1613","Fhl1p","YNL277W-A"
"1614","Fhl1p","BXI1"
"1615","Fhl1p","LRO1"
"1616","Fhl1p","YOL038C-A"
"1617","Fhl1p","PHM7"
"1618","Fhl1p","MCH4"
"1619","Fhl1p","HMS1"
"1620","Fhl1p","WHI5"
"1621","Fhl1p","RKI1"
"1622","Fhl1p","RPS7A"
"1623","Fhl1p","PNS1"
"1624","Fhl1p","GAC1"
"1625","Fhl1p","FYV12"
"1626","Fhl1p","RPS10A"
"1627","Fhl1p","SPS4"
"1628","Fhl1p","PYK2"
"1629","Fhl1p","PUT4"
"1630","Fhl1p","RMI1"
"1631","Fhl1p","MOT1"
"1632","Fhl1p","COX11"
"1633","Fhl1p","GIP3"
"1634","Fhl1p","FLC1"
"1635","Fhl1p","FMP40"
"1636","Fhl1p","USV1"
"1637","Fhl1p","ATG41"
"1638","Fhl1p","SPO24"
"1639","Fhl1p","ROX1"
"1640","Fhl1p","PRE2"
"1641","Fhl1p","NCE102"
"1642","Fkh1p","SWI5"
"1643","Fkh1p","MOB1"
"1644","Fkh1p","CTS1"
"1645","Fkh1p","FKH2"
"1646","Fkh1p","CLB2"
"1647","Fkh1p","VMA6"
"1648","Fkh1p","SSA1"
"1649","Fkh1p","MTW1"
"1650","Fkh1p","YBL029W"
"1651","Fkh1p","PRX1"
"1652","Fkh1p","RPS8A"
"1653","Fkh1p","RPL32"
"1654","Fkh1p","YBL096C"
"1655","Fkh1p","BRN1"
"1656","Fkh1p","YBR053C"
"1657","Fkh1p","TIP1"
"1658","Fkh1p","HSP26"
"1659","Fkh1p","PHO5"
"1660","Fkh1p","TEF2"
"1661","Fkh1p","TPS1"
"1662","Fkh1p","ATG42"
"1663","Fkh1p","RPB5"
"1664","Fkh1p","MTC4"
"1665","Fkh1p","BUD3"
"1666","Fkh1p","HIS4"
"1667","Fkh1p","GLK1"
"1668","Fkh1p","YCL042W"
"1669","Fkh1p","VAC17"
"1670","Fkh1p","CIT2"
"1671","Fkh1p","ELO2"
"1672","Fkh1p","CSM1"
"1673","Fkh1p","GPD1"
"1674","Fkh1p","BSC1"
"1675","Fkh1p","RPS29B"
"1676","Fkh1p","TMA17"
"1677","Fkh1p","RPL35B"
"1678","Fkh1p","RPL41A"
"1679","Fkh1p","GGC1"
"1680","Fkh1p","NHP2"
"1681","Fkh1p","GDH2"
"1682","Fkh1p","MRH1"
"1683","Fkh1p","YDR042C"
"1684","Fkh1p","HSP78"
"1685","Fkh1p","PHM6"
"1686","Fkh1p","UTP4"
"1687","Fkh1p","HPT1"
"1688","Fkh1p","RPL12B"
"1689","Fkh1p","RPS17B"
"1690","Fkh1p","RPL27B"
"1691","Fkh1p","TRS31"
"1692","Fkh1p","SNF1"
"1693","Fkh1p","RPL37B"
"1694","Fkh1p","SAM2"
"1695","Fkh1p","HSP31"
"1696","Fkh1p","URA3"
"1697","Fkh1p","FRD1"
"1698","Fkh1p","RPL12A"
"1699","Fkh1p","DLD3"
"1700","Fkh1p","YEL073C"
"1701","Fkh1p","PIC2"
"1702","Fkh1p","HIS1"
"1703","Fkh1p","ARG5,6"
"1704","Fkh1p","SER3"
"1705","Fkh1p","RAD51"
"1706","Fkh1p","RPL23B"
"1707","Fkh1p","DSE1"
"1708","Fkh1p","RPS26B"
"1709","Fkh1p","FTR1"
"1710","Fkh1p","TMT1"
"1711","Fkh1p","GAT1"
"1712","Fkh1p","HAC1"
"1713","Fkh1p","IGD1"
"1714","Fkh1p","HIS2"
"1715","Fkh1p","DUG1"
"1716","Fkh1p","ALK1"
"1717","Fkh1p","SCW11"
"1718","Fkh1p","MMS2"
"1719","Fkh1p","YGK1"
"1720","Fkh1p","RPL28"
"1721","Fkh1p","YGL117W"
"1722","Fkh1p","RPS2"
"1723","Fkh1p","RPL1B"
"1724","Fkh1p","RPL9A"
"1725","Fkh1p","ARO2"
"1726","Fkh1p","AIM14"
"1727","Fkh1p","COG1"
"1728","Fkh1p","ZRT1"
"1729","Fkh1p","RPL26B"
"1730","Fkh1p","BUD9"
"1731","Fkh1p","CLB1"
"1732","Fkh1p","YGR130C"
"1733","Fkh1p","ECL1"
"1734","Fkh1p","GTO1"
"1735","Fkh1p","RTS3"
"1736","Fkh1p","TRX2"
"1737","Fkh1p","RPL14B"
"1738","Fkh1p","WSC4"
